method,layer_idx,alpha,mode,loophole_rate,compliant_rate,non_compliant_rate,safe_rate,steering_vector_path
pca,19,2.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer19_alpha2.0_both.npy
pca,19,3.0,both,0.3907407407407407,0.29814814814814816,0.3111111111111111,0.6092592592592593,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer19_alpha3.0_both.npy
pca,19,4.0,both,0.37037037037037035,0.2601851851851852,0.36944444444444446,0.6296296296296297,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer19_alpha4.0_both.npy
pca,19,6.0,both,0.3731481481481482,0.2796296296296296,0.3472222222222222,0.6268518518518518,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer19_alpha6.0_both.npy
pca,19,8.0,both,0.42777777777777776,0.25925925925925924,0.31296296296296294,0.5722222222222222,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer19_alpha8.0_both.npy
pca,20,0.5,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer20_alpha0.5_both.npy
pca,20,1.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer20_alpha1.0_both.npy
pca,20,1.5,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer20_alpha1.5_both.npy
pca,20,2.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer20_alpha2.0_both.npy
pca,20,3.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer20_alpha3.0_both.npy
pca,20,4.0,both,0.33240740740740743,0.3148148148148148,0.3527777777777778,0.6675925925925926,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer20_alpha4.0_both.npy
pca,20,6.0,both,0.3351851851851852,0.31666666666666665,0.34814814814814815,0.6648148148148147,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer20_alpha6.0_both.npy
pca,20,8.0,both,0.3388888888888889,0.3175925925925926,0.3435185185185185,0.6611111111111111,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer20_alpha8.0_both.npy
pca,21,0.5,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer21_alpha0.5_both.npy
pca,21,1.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer21_alpha1.0_both.npy
pca,21,1.5,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer21_alpha1.5_both.npy
pca,21,2.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer21_alpha2.0_both.npy
pca,21,3.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer21_alpha3.0_both.npy
pca,21,4.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer21_alpha4.0_both.npy
pca,21,6.0,both,0.33425925925925926,0.30925925925925923,0.35648148148148145,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer21_alpha6.0_both.npy
pca,21,8.0,both,0.3490740740740741,0.2972222222222222,0.3537037037037037,0.6509259259259259,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer21_alpha8.0_both.npy
pca,22,0.5,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer22_alpha0.5_both.npy
pca,22,1.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer22_alpha1.0_both.npy
pca,22,1.5,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer22_alpha1.5_both.npy
pca,22,2.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer22_alpha2.0_both.npy
pca,22,3.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer22_alpha3.0_both.npy
pca,22,4.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer22_alpha4.0_both.npy
pca,22,6.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer22_alpha6.0_both.npy
pca,22,8.0,both,0.3351851851851852,0.31851851851851853,0.34629629629629627,0.6648148148148147,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer22_alpha8.0_both.npy
pca,23,0.5,both,0.34629629629629627,0.3055555555555556,0.34814814814814815,0.6537037037037037,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer23_alpha0.5_both.npy
pca,23,1.0,both,0.33611111111111114,0.31574074074074077,0.34814814814814815,0.663888888888889,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer23_alpha1.0_both.npy
pca,23,1.5,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer23_alpha1.5_both.npy
pca,23,2.0,both,0.33425925925925926,0.3175925925925926,0.34814814814814815,0.6657407407407407,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer23_alpha2.0_both.npy
pca,23,3.0,both,0.33611111111111114,0.31574074074074077,0.34814814814814815,0.663888888888889,data/llm/steering_vectors/steering_loophole_llama-3.1-8b-instruct_pca_layer23_alpha3.0_both.npy
